Email Text,Label,Predict
"fw : a positive note about enron . move over carly fiorina . . . : - ) - - - - - original message - - - - - from : jaffry , adil sent : thursday , october 04 , 2001 9 : 32 am to : jafry , rahil subject : fw : a positive note about enron . fyi . . . from cbs . marketwatch . com , online at : attacks highlight enron ' s value by lisa sanders 3 : 02 am et oct 4 , 2001 houston ( cbs . mw ) - - in the wake of the sept . 11 terrorist attacks , one of the few places to buy or sell jet fuel was an online market maintained by enron . the attacks highlighted the houston company ' s strength as a manager of risk during periods of heightened uncertainty . through its trading centers , the company gives customers a way to hedge against volatility in oil , natural gas , and electricity markets , as well as other commodities . although the company lost one employee aboard one of the hijacked planes and closed its operations on the day of the attacks , its trading activity resumed the next day . by coming back online so fast , "" we made the decision to provide some stability in the market , "" said vance meyer , an enron spokesman . "" the customers really appreciated the fact that we were there , providing a place for them to maintain and adjust their positions in the market . "" in a financial sense , enron ( ene ) didn ' t suffer , meyer said . but employees at the enron building in downtown houston were badly shaken . nick humber , who worked for enron ' s wind energy business , died aboard a los angeles bound flight that crashed into the world trade center . "" we have offices in washington and new york , and people who had friends that died or were affected in some way , "" meyer said "" we also had traders who were on the phone with people in the world trade center when the planes hit . "" the decision to temporarily halt commodity trading on the new york mercantile exchange in the wake of the attacks "" may have increased volatility , a boon to the group , "" said bob christensen , analyst at fac / equities . companies that can defray volatility by helping customers manage their energy costs should be seeing a lot of business , he said . managing risk is what enron does best , market players say . and that strength should help the company going forward as u . s . businesses try to recover from the impact of september 11 . through its enrononline platform , the company buys and sells commodities at volumes totaling about $ 3 billion a day , meyer said . "" the world at large has become more risk averse , and enron , which is in the business of risk mitigation , should benefit from that , "" said glen hilton , senior analyst and portfolio manager for the montgomery new power fund , which has a stake in enron . "" with energy risk and prices potentially going up , they ' ll be the first number on many cfos ' speed dial . "" other companies do what enron does , but it ' s the best positioned to succeed because of its status as the leader in natural gas and power trading , measured in terms of volume . duke energy ( duk ) is the next - largest competitor , but it has one - third of enron ' s volume . high profile departure that ' s a good place to be for a company whose stock price has been on the skids since last year , though it grew 151 percent on the top line in 2000 . other problems notwithstanding , including its money - losing broadband business and its failure to sell the oregon utility portland general electric , enron ' s largest black eye came in mid - august when jeffrey skilling , chief executive since february , resigned abruptly . john hammerschmidt , senior portfolio manager of the turner new energy and power technology fund , said he "" freaked out "" when skilling left and managers immediately divested the turner large - cap portfolios of enron holdings . despite its status as a growth player , turner had re - entered the stock in june after a long absence because of valuation . at the time , enron was trading in the mid to high $ 40 s . "" this is a premier company and a premier industry , "" he said , adding that he believed then that the market had priced rumors into the stock . one of the rumors was that enron was about to take a big loss from being long on power when power prices were collapsing , hammerschmidt said . that has not materialized . whatever the problems were , hammerschmidt said , he felt them to be manageable . when skilling walked out , hammerschmidt began to believe some of the rumors might be true . "" in our experience , when somebody in power leaves for no reason , there ' s uncertainty and uncertainty makes growth guys real nervous , "" he said . management continuity now he ' s looking to get back in . enron , he said , works in both down and up markets . "" enron ' s earnings are more solid today than they ' ve ever been . . . and they ' re valuable because we ' re becoming a digital economy , "" he said . "" we need high - quality power , and local power plants have trouble providing reliability . enron is focused on guaranteeing people quality power in times of stress on the system . "" of course there ' s still the issue about trusting management . after skilling left , enron promoted greg whalley to president and chief operating officer and mark frevert to vice chairman . "" you cannot expect ( whalley and frevert ) to articulate the enron vision the way jeffrey did , "" christensen said . "" they may grow into it . "" on the upside , skilling predecessor ken lay , who wall street credits with building enron into a powerhouse , is back at the helm , and he has promised to remain at the post until a solid succession plan is in place . "" we have a great deal of confidence in mr . ken lay as he was the original architect of ene ' s ( and for that matter the entire industry ' s ) tremendous transformation for the past decade , "" merrill lynch stated in a research report the day after skilling left enron . what ' s more : "" ken lay has promised more transparency at enron , more insight into how the company makes money , which will help , "" hilton said . "" trying to forecast enron ' s earnings is difficult . "" christensen said that a "" lack of data and clarity in regard "" to enron ' s wholesale operations has been an issue in the past . enron has promised to provide more information when it reports its third - quarter results on october 16 . ultimately , only time will assuage investors ' concerns . but with the prospects that enron has , the stock is a deal right now , hammerschmidt said . "" i don ' t know what gets people back , but buy enron at $ 25 , and in a year , you ' re making money , "" he said . "" i can see the stock getting back to $ 50 in a blink . """,Safe Email,Phishing Email
empty,Phishing Email,Safe Email
?ed gillette agleam winchester algenib patton hereditary introit ezra accompaniment quito epigrammatic steuben anastigmatic elaine an divisor tun anise genoa bravery brumidi wrath preface spout waist merck conclusive orifice peppy houghton access measle verbosity sheathe turpentine comparative plagiarism darn cofactor pick jocose resuscitate shorthand avocado triable bema winnipesaukee various jewelry licensable vibrate frock burdensome abutting thiocyanate birdie inimical dupont duma dodecahedral,Phishing Email,Safe Email
research tip hello vince : my name is fati liamidi . i work as an associate in the urm group in ees . i have come up with an value proposition which i think could make sense for my group and wanted to run it by one of your colleagues to see if they could help me out in terms of pricing . would you mind directing me toward somebody in your group who would be willing to talk to me ? the idea involves options . thanks you very much in advance . fati liamidi 3 - 4563,Safe Email,Safe Email
"CNET Investor Dispatch
Quote LookupEnter symbol:Â· Symbol Lookup
Quotes delayed 20+ minutes
â€¢ My Portfolio
â€¢ Broker Reports
â€¢ IPOs
â€¢ Splits
â€¢ Messages
Â 
SGMA
3.43
29.43%
Â 
APHT
4.17
24.11%
Â 
ZOMX
4.28
22.29%
Â 
ICTS
6.45
19.42%
Â 
CAFE
2.97
18.33%
Â 
STIZ
2.351
-29.82%
Â 
AMTCW
1.6
-28.89%
Â 
DSGIF
1.83
-25.00%
Â 
HGPI
1.9
-24.00%
Â 
MTMS
3.1
-22.50%
Live tech help NOW!
April's tech award
1 million open jobs
News.com: Top CIOs 
ZDNet: PeopleSoftJuly 15, 2002 DJIA8639.19 Â -45.34
 NASDAQ1382.54 Â 9.04
 S&P 500917.92 Â -3.47
 CNETÂ TECH1,005.33 Â 15.22Techs rise, but Dow falls on day of Bush speech
Technology shares climbed Monday as Pres. Bush gave a speech outlining a plan for long-term growth.Tech investors also heard positive comments on Intel by C.S. First Boston, and snapped up shares in the chip, storage and computer server hardware sectors. CNET's Tech index rose 15.22 points, or 1.53 percent, to 1,005.33, and the tech-heavy Nasdaq composite index gained 9.04 points, or 0.65 percent, to 1,382.54.Amid news of a weakening dollar and an unexpected rise in business inventories in May, broader markets sank. Recovering some from early-day losses, the Dow Jones industrials finished by giving up 45.4 points, or 0.52 percent, to 8,639.1, and the S&P 500 slid 3.47 points, or 0.38 percent, to 917.92.
Will IBM's new ""Shark"" sink or swim? 
IBM announced a new top-end ""Shark"" storage system Monday that could boost the company's prospects against entrenched competitors in the depressed storage market.
Three years ago, IBM introduced its first Enterprise Storage System product, code-named Shark, in an attempt to rebuild a market it had almost totally ceded to rivals EMC and Hitachi Data Systems.INTL BUSINESS MACHINES 71.00 2.59% New products help absorb AMD pain 
